,Year,Brand,Model,Driven_Kms,Fuel_Type,Transmission_Type,Features,City,Price(L),EMI(month)
840,2017,Maruti,Baleno ALPHA CVT PETROL 1.2,46651,Petrol,Automatic,Top Model,Mumbai,5.67,"11,085"
841,2015,Honda,City 1.5L I-VTEC SV,41887,Petrol,Manual,100% Tyre Life,Mumbai,5.47,"10,694"
842,2019,Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,20294,Petrol,Manual,Regularly Serviced,Mumbai,5.02,"9,814"
843,2019,Renault,Kwid RXT 1.0 AMT,79343,Petrol,Automatic,Regularly Serviced,Mumbai,4.04,"7,898"
844,2012,Volkswagen,Vento HIGHLINE 1.6 MPI,93393,Petrol,Manual,Top Model,Mumbai,3.42,"11,359"
845,2016,Volkswagen,Vento HIGHLINE PLUS 1.2 AT 16 ALLOY,42533,Petrol,Automatic,Top Model,Mumbai,6.15,"12,023"
846,2014,Maruti,Celerio VXI,65485,Petrol,Manual,Low Run Cost,Mumbai,3.26,"7,252"
847,2019,Jeep,Compass LIMITED 1.4 PETROL AT,51832,Petrol,Automatic,Alloy Wheels,Mumbai,14.12,"26,882"
848,2021,Maruti,S PRESSO VXI+,12655,Petrol,Manual,Top Model,Mumbai,4.45,"8,700"
849,2017,Maruti,Baleno ZETA CVT PETROL 1.2,35653,Petrol,Automatic,Alloy Wheels,Mumbai,6.19,"12,102"
850,2017,Maruti,Baleno DELTA CVT PETROL 1.2,23959,Petrol,Automatic,Safety Specs.,Mumbai,5.81,"11,359"
851,2014,Hyundai,Xcent SX 1.2 (O),50261,Petrol,Manual,Top Model,Mumbai,3.94,"8,764"
852,2019,Jeep,Compass LIMITED PLUS PETROL AT,33578,Petrol,Automatic,Spl. Reg. No.,Mumbai,15.94,"30,340"
853,2019,Hyundai,Elite i20 SPORTZ PLUS 1.2,6970,Petrol,Manual,Regularly Serviced,Mumbai,6.53,"12,766"
854,2019,Hyundai,GRAND I10 NIOS SPORTZ AMT 1.2 KAPPA VTVT,47261,Petrol,Automatic,Alloy Wheels,Mumbai,6.15,"12,023"
855,2019,Jeep,Compass LIMITED PLUS PETROL AT,36921,Petrol,Automatic,Sunroof,Mumbai,15.99,"30,435"
856,2017,Maruti,Wagon R 1.0 VXI AMT,78285,Petrol,Automatic,Top Model,Mumbai,4.15,"8,113"
857,2017,Hyundai,Grand i10 SPORTZ (O) AT 1.2 KAPPA VTVT,26553,Petrol,Automatic,Alloy Wheels,Mumbai,5.50,"10,753"
858,2018,Jeep,Compass LIMITED (O) 1.4 PETROL AT,38696,Petrol,Automatic,Top Model,Mumbai,13.92,"26,495"
859,2015,Honda,City 1.5L I-VTEC VX (O) MT,29479,Petrol,Manual,Sunroof,Mumbai,6.23,"12,180"
860,2017,Maruti,IGNIS DELTA 1.2 AMT,20687,Petrol,Automatic,Regularly Serviced,Mumbai,5.26,"10,283"
861,2022,Hyundai,GRAND I10 NIOS SPORTZ 1.2 KAPPA VTVT CNG,15467,CNG,Manual,Alloy Wheels,Mumbai,7.49,"14,643"
862,2019,Hyundai,NEW SANTRO SPORTZ CNG,73161,CNG,Manual,Low Run Cost,Mumbai,4.82,"9,423"
863,2019,Honda,Amaze 1.5L I-DTEC V CVT,55583,Diesel,Automatic,Alloy Wheels,Mumbai,7.80,"15,249"
864,2016,Maruti,Baleno ALPHA PETROL 1.2,68813,Petrol,Manual,Top Model,Mumbai,5.40,"10,557"
865,2016,Maruti,Celerio ZXI,51592,Petrol,Manual,Top Model,Mumbai,4.12,"8,055"
866,2015,Maruti,Celerio VXI CNG,52929,CNG,Manual,Low Run Cost,Mumbai,3.95,"10,402"
867,2018,Ford,Ecosport TREND + 1.5L PETROL AT,24732,Petrol,Automatic,Safety Specs.,Mumbai,7.49,"14,643"
868,2016,Maruti,Baleno ALPHA PETROL 1.2,51409,Petrol,Manual,Top Model,Mumbai,5.50,"10,745"
869,2021,Maruti,Dzire VXI,18343,Petrol,Manual,Regularly Serviced,Mumbai,7.00,"13,685"
870,2019,Toyota,Glanza G CVT,21695,Petrol,Automatic,Alloy Wheels,Mumbai,7.78,"15,210"
871,2015,Honda,Jazz 1.2L I-VTEC V AT,63245,Petrol,Automatic,Alloy Wheels,Mumbai,5.05,"9,873"
872,2016,Maruti,Celerio ZXI,33401,Petrol,Manual,Top Model,Mumbai,4.13,"8,074"
873,2022,Mahindra,XUV300 W8 (O) 1.2 PETROL AMT,20405,Petrol,Automatic,Top Model,Mumbai,12.01,"22,860"
874,2012,Honda,City 1.5L I-VTEC V MT,49070,CNG,Manual,Alloy Wheels,Mumbai,3.71,"32,963"
875,2015,Hyundai,i20 Active 1.2 S,97709,Petrol,Manual,Alloy Wheels,Mumbai,4.32,"8,446"
876,2013,Maruti,Ertiga VXI,61899,Petrol,Manual,100% Tyre Life,Mumbai,4.37,"11,508"
877,2015,Maruti,Wagon R 1.0 LXI CNG,84850,CNG,Manual,Low Run Cost,Mumbai,3.32,"8,743"
878,2014,Maruti,Alto 800 LXI,48615,Petrol,Manual,Low Run Cost,Mumbai,1.89,"4,204"
879,2015,Hyundai,Grand i10 ASTA 1.2 KAPPA VTVT,18459,Petrol,Manual,Top Model,Mumbai,3.77,"7,370"
880,2021,KIA,SELTOS HTK PLUS 1.5 IMT,15309,Petrol,Manual,Sunroof,Mumbai,11.34,"21,585"
881,2018,Maruti,IGNIS ALPHA 1.2 AMT,16948,Petrol,Automatic,Top Model,Mumbai,5.41,"10,577"
882,2011,Hyundai,i20 SPORTZ 1.2,47039,Petrol,Manual,Alloy Wheels,Mumbai,2.57,"12,098"
883,2023,Maruti,Swift VXI,9359,Petrol,Manual,Regularly Serviced,Mumbai,7.21,"14,096"
884,2018,Maruti,Dzire VXI AMT,36491,Petrol,Automatic,Regularly Serviced,Mumbai,5.80,"11,339"
885,2019,Maruti,Baleno ALPHA PETROL 1.2,83303,Petrol,Manual,Top Model,Mumbai,5.87,"11,476"
886,2015,Maruti,Celerio VXI,51010,Petrol,Manual,Low Run Cost,Mumbai,3.10,"6,061"
887,2013,Hyundai,i20 MAGNA (O) 1.2,10682,Petrol,Manual,Regularly Serviced,Mumbai,3.76,"9,902"
888,2018,Maruti,Ciaz DELTA AT 1.5 SHVS PETROL,40409,Petrol,Automatic,Alloy Wheels,Mumbai,6.15,"12,023"
889,2020,Hyundai,AURA S 1.2 CNG,53586,CNG,Manual,Regularly Serviced,Mumbai,6.46,"12,629"
890,2016,Renault,Kwid RXT 1.0,18939,Petrol,Manual,Top Model,Mumbai,2.74,"5,357"
891,2021,Tata,NEXON XZ PETROL,18657,Petrol,Manual,Regularly Serviced,Mumbai,8.61,"16,388"
892,2018,Datsun,Redi Go S 1.0 AMT,8951,Petrol,Automatic,Regularly Serviced,Mumbai,3.10,"6,061"
893,2020,Honda,City 1.5L I-VTEC VX CVT,26253,Petrol,Automatic,Regularly Serviced,Mumbai,10.64,"20,252"
894,2016,Renault,Kwid RXT 1.0,47516,Petrol,Manual,Top Model,Mumbai,2.75,"5,376"
895,2018,Toyota,Corolla Altis VL CVT PETROL,77261,Petrol,Automatic,Alloy Wheels,Mumbai,10.56,"20,100"
896,2017,Honda,City 1.5L I-VTEC VX CVT,69550,Petrol,Automatic,Regularly Serviced,Mumbai,7.27,"14,213"
897,2019,Renault,Kwid RXT 1.0 AMT (O),34838,Petrol,Automatic,Top Model,Mumbai,3.75,"7,331"
898,2012,Maruti,Alto 800 LXI,12804,Petrol,Manual,Regularly Serviced,Mumbai,2.05,"6,809"
899,2014,Maruti,Celerio VXI,25499,Petrol,Manual,100% Tyre Life,Mumbai,3.30,"7,341"
900,2014,Toyota,Etios Liva G,23449,Petrol,Manual,Regularly Serviced,Mumbai,3.38,"7,519"
901,2021,Honda,Jazz 1.2L I-VTEC ZX CVT,14064,Petrol,Automatic,Top Model,Mumbai,8.20,"15,608"
902,2011,Toyota,Etios Liva G,75420,Petrol,Manual,100% Tyre Life,Mumbai,2.97,"13,981"
903,2017,Maruti,Wagon R 1.0 VXI AMT,65073,Petrol,Automatic,Top Model,Mumbai,3.92,"7,664"
904,2022,Mahindra,XUV300 W6 1.5 DIESEL AMT,11105,Diesel,Automatic,Sunroof,Mumbai,11.53,"21,946"
905,2014,Hyundai,Xcent S 1.2,19409,Petrol,Manual,Regularly Serviced,Mumbai,4.00,"8,898"
906,2019,Maruti,New Wagon-R LXI CNG 1.0,73928,CNG,Manual,100% Tyre Life,Mumbai,5.44,"10,635"
907,2016,Hyundai,Grand i10 ASTA (O) 1.2 KAPPA VTVT,25995,Petrol,Manual,Top Model,Mumbai,4.70,"9,189"
908,2015,Maruti,Alto 800 LXI,7166,Petrol,Manual,Low Run Cost,Mumbai,2.66,"5,200"
909,2014,Honda,City 1.5L I-VTEC V MT,52671,Petrol,Manual,Alloy Wheels,Mumbai,4.66,"10,366"
910,2017,Hyundai,Grand i10 MAGNA 1.2 KAPPA VTVT,50524,Petrol,Manual,100% Tyre Life,Mumbai,4.16,"8,133"
911,2017,Ford,Ecosport TITANIUM 1.5L PETROL,39365,Petrol,Manual,Top Model,Mumbai,5.04,"9,853"
912,2013,Renault,Duster 110 PS RXZ DIESEL,59225,Diesel,Manual,Top Model,Mumbai,4.06,"13,485"
913,2016,Volkswagen,Polo HIGHLINE1.2L,68801,Petrol,Manual,Top Model,Mumbai,3.88,"7,585"
914,2014,Maruti,Celerio VXI,66046,Petrol,Manual,City Driven,Mumbai,3.25,"7,229"
915,2021,Nissan,MAGNITE XV PREMIUM,47127,Petrol,Manual,Top Model,Mumbai,7.33,"14,330"
916,2016,Maruti,Baleno ZETA PETROL 1.2,61118,Petrol,Manual,Alloy Wheels,Mumbai,5.04,"9,853"
917,2018,Maruti,Vitara Brezza ZDI PLUS AMT,73791,Diesel,Automatic,Top Model,Mumbai,7.09,"13,861"
918,2016,Tata,Tiago XZ PETROL,58444,Petrol,Manual,Alloy Wheels,Mumbai,3.89,"7,605"
919,2013,Skoda,Rapid AMBITION 1.6 MPI MT PLUS,82602,Petrol,Manual,100% Tyre Life,Mumbai,2.79,"7,347"
920,2014,Ford,Ecosport TITANIUM 1.5L PETROL,98912,Petrol,Manual,Top Model,Mumbai,3.92,"8,720"
921,2016,Honda,Amaze 1.2L I-VTEC E,37143,Petrol,Manual,City Driven,Mumbai,3.67,"7,175"
922,2013,Hyundai,Eon MAGNA +,62575,Petrol,Manual,Low Run Cost,Mumbai,1.86,"4,889"
923,2016,Hyundai,Creta S 1.6 PETROL,37702,CNG,Manual,goodClearance,Mumbai,7.64,"16,995"
924,2016,Maruti,Ertiga VXI CNG,43629,CNG,Manual,Low Run Cost,Mumbai,7.43,"16,528"
925,2017,Hyundai,i20 Active 1.2 S,67083,Petrol,Manual,Alloy Wheels,Mumbai,4.70,"9,189"
926,2018,Mahindra,XUV500 W6,66572,Diesel,Manual,Regularly Serviced,Mumbai,8.33,"15,855"
927,2012,Honda,City 1.5L I-VTEC V MT,66864,Petrol,Manual,Alloy Wheels,Mumbai,3.06,"10,164"
928,2019,Tata,TIAGO JTP 1.2 PETROL,18025,Petrol,Manual,Alloy Wheels,Mumbai,5.13,"10,029"
929,2018,Renault,Duster RXS CVT,25066,Petrol,Automatic,Alloy Wheels,Mumbai,5.78,"11,300"
930,2017,Ford,Ecosport TITANIUM + 1.5L DIESEL,20738,Diesel,Manual,Regularly Serviced,Mumbai,7.05,"13,783"
931,2019,Mahindra,Kuv100 K2 TRIP CNG,99768,CNG,Manual,Regularly Serviced,Mumbai,4.14,"8,094"
932,2017,Skoda,Rapid AMBITION 1.6 MPI MT,25124,Petrol,Manual,Alloy Wheels,Mumbai,5.03,"9,834"
933,2019,Tata,TIGOR XZ PLUS PETROL,29348,CNG,Manual,Alloy Wheels,Mumbai,5.12,"10,010"
934,2018,Hyundai,Creta E PLUS 1.6 PETROL,50924,Petrol,Manual,Safety Specs.,Mumbai,7.71,"15,073"
935,2021,Toyota,YARIS J CVT,17243,Petrol,Automatic,As Good As New,Mumbai,8.81,"16,769"
936,2018,Maruti,Baleno ALPHA PETROL 1.2,42659,Petrol,Manual,Top Model,Mumbai,5.69,"11,124"
937,2012,Hyundai,i10 MAGNA 1.2,36609,Petrol,Manual,City Driven,Mumbai,1.93,"6,410"
938,2017,Maruti,Celerio VXI AMT,45153,Petrol,Automatic,Regularly Serviced,Mumbai,3.53,"6,901"
939,2020,Maruti,Ciaz DELTA 1.5 SHVS MT PETROL,51924,Petrol,Manual,Alloy Wheels,Mumbai,6.80,"13,294"
940,2019,Hyundai,NEW SANTRO ERA EXECUTIVE,16793,Petrol,Manual,Less Driven,Mumbai,4.06,"7,937"
941,2014,Volkswagen,Vento HIGHLINE 1.6 MPI,45714,Petrol,Manual,Top Model,Mumbai,3.86,"8,586"
942,2015,Honda,CRV 2.0L I-VTEC 2WD AT,106836,Petrol,Automatic,Alloy Wheels,Mumbai,7.41,"16,483"
943,2022,Hyundai,VENUE SX 1.2 PETROL,6173,Petrol,Manual,Top Model,Mumbai,10.35,"19,700"
944,2015,Maruti,Swift VXI,116210,Petrol,Manual,100% Tyre Life,Mumbai,3.60,"8,008"
945,2021,Maruti,New Wagon-R LXI CNG (O) 1.0,16320,CNG,Manual,Regularly Serviced,Mumbai,5.85,"11,437"
946,2018,Ford,Ecosport TITANIUM + 1.5L DIESEL,40167,Diesel,Manual,Top Model,Mumbai,7.38,"14,428"
947,2016,Hyundai,Elite i20 ASTA 1.4 CRDI (O),77244,Diesel,Manual,Top Model,Mumbai,5.40,"10,557"
948,2018,Tata,Tiago XZ PLUS PETROL,36007,CNG,Manual,Alloy Wheels,Mumbai,4.87,"9,521"
949,2015,Honda,Brio VX AT,28076,Petrol,Automatic,Top Model,Mumbai,4.10,"8,010"
950,2020,Maruti,S Cross ALPHA AT SMART HYBRID,29182,Petrol,Automatic,City Driven,Mumbai,10.45,"19,891"
951,2014,Maruti,Wagon R 1.0 LXI CNG,83724,CNG,Manual,Low Run Cost,Mumbai,2.96,"9,831"
952,2016,Maruti,Alto 800 LXI CNG,65033,CNG,Manual,100% Tyre Life,Mumbai,2.81,"6,251"
953,2015,Skoda,Rapid ELEGANCE 1.6 MPI MT,63084,Petrol,Manual,Alloy Wheels,Mumbai,4.18,"8,172"
954,2015,Hyundai,Elite i20 SPORTZ 1.2,27625,Petrol,Manual,Safety Specs.,Mumbai,4.57,"8,938"
955,2011,Hyundai,i20 ASTA 1.2,46496,Petrol,Manual,Alloy Wheels,Mumbai,2.25,"10,592"
956,2015,Ford,Ecosport TITANIUM 1.5L DIESEL (OPT),53802,Diesel,Manual,Top Model,Mumbai,5.25,"11,678"
957,2021,Hyundai,AURA S 1.2 CNG,25396,CNG,Manual,Regularly Serviced,Mumbai,7.36,"14,389"
958,2018,Maruti,Dzire ZDI PLUS,68244,Diesel,Manual,Top Model,Mumbai,6.65,"13,001"
959,2016,Maruti,Ertiga VXI CNG,95911,CNG,Manual,Low Run Cost,Mumbai,6.76,"15,037"
960,2021,Hyundai,AURA SX 1.2 (O),16365,Petrol,Manual,Alloy Wheels,Mumbai,6.89,"13,470"
961,2012,Maruti,Wagon R 1.0 LXI,99964,Petrol,Manual,Low Run Cost,Mumbai,1.90,"6,311"
962,2019,Maruti,Baleno ZETA CVT PETROL 1.2,9636,Petrol,Automatic,Alloy Wheels,Mumbai,6.95,"13,587"
963,2017,Honda,WR-V 1.5L I-DTEC VX MT,85067,Diesel,Manual,Top Model,Mumbai,6.52,"12,747"
964,2013,Hyundai,Grand i10 MAGNA 1.2 KAPPA VTVT,62209,Petrol,Manual,Regularly Serviced,Mumbai,3.09,"8,137"
965,2019,Maruti,New Wagon-R VXI 1.2,61436,Petrol,Manual,Regularly Serviced,Mumbai,4.88,"9,540"
966,2020,Hyundai,VENUE SX PLUS 1.0 TURBO DCT,28532,Petrol,Automatic,Top Model,Mumbai,8.81,"16,769"
967,2013,Maruti,Wagon R 1.0 VXI,84252,Petrol,Manual,Top Model,Mumbai,2.48,"6,531"
968,2014,Maruti,Ertiga VXI CNG,89029,CNG,Manual,Low Run Cost,Mumbai,5.77,"19,165"
969,2020,Maruti,New Wagon-R LXI CNG 1.0,43481,CNG,Manual,Regularly Serviced,Mumbai,5.43,"10,616"
970,2019,Ford,Ecosport TITANIUM + 1.5L PETROL AT,27910,Petrol,Automatic,Top Model,Mumbai,8.08,"15,380"
971,2013,Maruti,Ertiga VXI CNG,73413,CNG,Manual,Low Run Cost,Mumbai,5.68,"26,738"
972,2012,Hyundai,i20 ASTA 1.2,54430,Petrol,Manual,Top Model,Mumbai,3.46,"11,492"
973,2020,Ford,New Figo TITANIUM 1.2 PETROL MT,10138,Petrol,Manual,Top Model,Mumbai,5.49,"10,733"
974,2013,Maruti,Wagon R 1.0 VXI,28109,Petrol,Manual,Spl. Reg. No.,Mumbai,2.85,"7,505"
975,2021,Hyundai,VENUE SX 1.0 (O) TURBO,10109,Petrol,Manual,Top Model,Mumbai,9.74,"18,539"
976,2015,Hyundai,Verna FLUIDIC 4S 1.6 VTVT S(O),64530,Petrol,Manual,Alloy Wheels,Mumbai,5.55,"10,850"
977,2019,Maruti,Celerio VXI CNG,31539,CNG,Manual,Regularly Serviced,Mumbai,4.76,"9,302"
978,2013,Nissan,Micra XV CVT,68587,Petrol,Automatic,Top Model,Mumbai,3.17,"8,348"
979,2018,Hyundai,Creta SX AT 1.6 PETROL,49753,Petrol,Automatic,Top Model,Mumbai,10.65,"20,271"
980,2021,Renault,TRIBER RXZ AMT,33850,Petrol,Automatic,Top Model,Mumbai,6.76,"13,216"
981,2015,Honda,Jazz 1.2L I-VTEC V AT,53306,Petrol,Automatic,Alloy Wheels,Mumbai,4.93,"9,638"
982,2016,Maruti,Ertiga VDI SHVS,56421,Diesel,Manual,100% Tyre Life,Mumbai,7.90,"15,445"
983,2019,Maruti,New Wagon-R LXI CNG 1.0,34466,CNG,Manual,100% Tyre Life,Mumbai,5.45,"10,655"
984,2014,Maruti,Wagon R 1.0 LXI CNG,59680,CNG,Manual,100% Tyre Life,Mumbai,3.18,"10,562"
985,2020,Maruti,New Wagon-R LXI CNG 1.0,12760,CNG,Manual,Regularly Serviced,Mumbai,5.66,"11,065"
986,2014,Maruti,Wagon R 1.0 LXI CNG,57781,CNG,Manual,Regularly Serviced,Mumbai,3.35,"11,127"
987,2019,Maruti,Baleno ZETA PETROL 1.2,21527,Petrol,Manual,Alloy Wheels,Mumbai,6.29,"12,304"
988,2016,Renault,Kwid RXT 0.8,38546,Petrol,Manual,Top Model,Mumbai,2.53,"4,946"
989,2018,Maruti,Wagon R 1.0 LXI CNG,60008,CNG,Manual,Low Run Cost,Mumbai,3.86,"7,546"
990,2017,Tata,Tiago XZ DIESEL,45130,Diesel,Manual,Spl. Reg. No.,Mumbai,4.04,"7,898"
991,2017,Mahindra,XUV500 W4,57965,Diesel,Manual,Safety Specs.,Mumbai,6.25,"12,219"
992,2017,Maruti,Wagon R 1.0 VXI,74622,Petrol,Manual,Top Model,Mumbai,3.41,"6,667"
993,2011,Hyundai,i10 SPORTZ 1.2,30027,Petrol,Manual,100% Tyre Life,Mumbai,1.95,"9,179"
994,2016,Maruti,Vitara Brezza ZDI PLUS DUAL TONE,94044,Diesel,Manual,Top Model,Mumbai,6.83,"13,353"
995,2017,Honda,City 1.5L I-VTEC VX,29305,Petrol,Manual,Sunroof,Mumbai,7.30,"14,272"
996,2012,Honda,Brio S MT,89745,CNG,Manual,City Driven,Mumbai,2.33,"20,702"
997,2016,Maruti,Swift Dzire ZDI,95493,Diesel,Manual,Top Model,Mumbai,5.69,"11,124"
998,2021,Maruti,S PRESSO VXI+,3580,Petrol,Manual,Top Model,Mumbai,4.24,"8,289"
999,2021,Mahindra,Thar LX PETROL HT 4WD AT,41473,Petrol,Automatic,Spl. Reg. No.,New Delhi,14.07,"26,781"
1000,2021,Mahindra,Thar LX PETROL HT 4WD AT,33891,Petrol,Automatic,Alloy Wheels,New Delhi,13.82,"26,305"
1001,2022,Mahindra,Thar LX  P 4WD AT CONVERTIBLE,15519,Petrol,Automatic,Spl. Reg. No.,New Delhi,14.41,"27,428"
1002,2019,Hyundai,Creta SX AT 1.6 PETROL,45768,Petrol,Automatic,Top Model,New Delhi,10.94,"20,823"
1003,2020,Maruti,New Wagon-R LXI CNG (O) 1.0,18685,CNG,Manual,Regularly Serviced,New Delhi,5.88,"11,496"
1004,2021,Hyundai,VENUE S 1.2,42769,Petrol,Manual,Spl. Reg. No.,New Delhi,7.60,"14,858"
1005,2014,Maruti,Ertiga VXI,41815,Petrol,Manual,Family Car,New Delhi,5.74,"12,768"
1006,2019,Renault,Duster 85 PS RXS MT DIESEL,60851,Diesel,Manual,Alloy Wheels,New Delhi,7.58,"16,861"
1007,2016,Maruti,Swift LXI,49720,Petrol,Manual,City Driven,New Delhi,3.86,"7,546"
1008,2021,Maruti,Dzire ZXI Plus AMT,38850,Petrol,Automatic,Top Model,New Delhi,7.43,"14,534"
1009,2021,Nissan,MAGNITE XE,48268,Petrol,Manual,Spl. Reg. No.,New Delhi,5.80,"11,339"
1010,2019,Maruti,Ciaz ALPHA  AT 1.5 SHVS PETROL,38482,Petrol,Automatic,Top Model,New Delhi,8.28,"15,760"
1011,2014,Hyundai,i20 MAGNA 1.2,58018,Petrol,Manual,100% Tyre Life,New Delhi,4.14,"9,209"
1012,2019,KIA,SELTOS GTX PLUS DCT 1.4 PETROL,24009,Petrol,Automatic,Regularly Serviced,New Delhi,15.46,"29,427"
1013,2018,Hyundai,Elite i20 SPORTZ 1.2,28114,Petrol,Manual,Safety Specs.,New Delhi,5.97,"11,671"
1014,2017,Maruti,Baleno SIGMA PETROL 1.2,17350,CNG,Manual,Regularly Serviced,New Delhi,4.98,"9,736"
1015,2017,Honda,WR-V 1.2L I-VTEC VX MT,25679,Petrol,Manual,Top Model,New Delhi,6.64,"12,981"
1016,2017,Hyundai,Grand i10 SPORTZ (O) 1.2 AT VTVT,89733,Petrol,Automatic,,New Delhi,4.99,"9,756"
1017,2019,Maruti,Baleno ALPHA PETROL 1.2,52201,Petrol,Manual,Top Model,New Delhi,6.48,"12,674"
1018,2021,Renault,Kwid RXL,24475,Petrol,Manual,Regularly Serviced,New Delhi,3.79,"7,410"
1019,2021,KIA,SELTOS HTE 1.5 DIESEL,25475,Diesel,Manual,Regularly Serviced,New Delhi,10.84,"20,633"
1020,2017,Hyundai,Elite i20 SPORTZ 1.2,59468,Petrol,Manual,Safety Specs.,New Delhi,5.32,"10,401"
1021,2018,Honda,Amaze 1.2L I-VTEC S,58804,Petrol,Manual,Regularly Serviced,New Delhi,5.91,"11,554"
1022,2019,Tata,Harrier XZ 2.0L,36052,Diesel,Manual,Regularly Serviced,New Delhi,11.67,"25,373"
1023,2023,Tata,Harrier XZA PLUS 2.0L DARK EDITION,15453,Diesel,Automatic,Spl. Reg. No.,New Delhi,20.53,"39,077"
1024,2019,Mahindra,XUV300 W8 1.2 PETROL,12219,Petrol,Manual,Top Model,New Delhi,9.70,"18,463"
1025,2020,Maruti,S PRESSO VXI CNG,45373,CNG,Manual,Regularly Serviced,New Delhi,4.90,"9,580"
1026,2021,Mahindra,Thar LX PETROL HT 4WD AT,17295,Petrol,Automatic,Fancy Reg. No.,New Delhi,13.87,"26,400"
1027,2023,Hyundai,NEW I20 ASTA (O) 1.2 MT,6800,Petrol,Manual,Regularly Serviced,New Delhi,9.60,"18,273"
1028,2023,Maruti,S PRESSO VXI PLUS (O) AMT,1413,Petrol,Automatic,Regularly Serviced,New Delhi,5.41,"10,577"
1029,2021,Mahindra,Scorpio S11 2WD,9634,Diesel,Manual,Top Model,New Delhi,17.08,"32,510"
1030,2019,Maruti,Baleno ALPHA CVT PETROL 1.2,30586,Petrol,Automatic,Top Model,New Delhi,7.58,"14,819"
1031,2022,Tata,PUNCH CREATIVE AMT 1.2 RTN DUAL TONE,6965,Petrol,Automatic,Alloy Wheels,New Delhi,8.51,"16,198"
1032,2015,Hyundai,Eon MAGNA +,53631,Petrol,Manual,Regularly Serviced,New Delhi,2.59,"5,063"
1033,2021,Mahindra,Thar LX PETROL HT 4WD AT,27394,Petrol,Automatic,Spl. Reg. No.,New Delhi,13.57,"25,829"
1034,2022,Nissan,MAGNITE XL,28924,Petrol,Manual,Regularly Serviced,New Delhi,6.58,"12,864"
1035,2020,Honda,City 1.5L I-VTEC ZX CVT,14634,Petrol,Automatic,Top Model,New Delhi,12.50,"23,793"
1036,2022,Hyundai,NEW I20 ASTA (O) 1.2 AT,7906,Petrol,Automatic,Top Model,New Delhi,9.88,"18,806"
1037,2013,Hyundai,Eon MAGNA +,36821,Petrol,Manual,Low Run Cost,New Delhi,1.75,"4,608"
1038,2018,Tata,TIGOR XM PETROL,35515,Petrol,Manual,City Driven,New Delhi,3.90,"7,625"
1039,2020,MG,HECTOR SUPER 1.5 PETROL,26306,Petrol,Manual,Alloy Wheels,New Delhi,11.97,"22,784"
1040,2019,Hyundai,Verna 1.6 VTVT SX,42303,Petrol,Manual,Top Model,New Delhi,8.01,"15,241"
1041,2018,Honda,Amaze 1.2L I-VTEC S,51234,Petrol,Manual,Safety Specs.,New Delhi,4.82,"9,423"
1042,2015,Mahindra,Scorpio S4,70430,Diesel,Manual,100% Tyre Life,New Delhi,6.81,"60,506"
1043,2016,Honda,Jazz 1.2L I-VTEC S,51088,Petrol,Manual,100% Tyre Life,New Delhi,3.71,"7,253"
1044,2013,Hyundai,i20 MAGNA 1.2,68684,Petrol,Manual,100% Tyre Life,New Delhi,2.70,"7,110"
1045,2018,Datsun,Redi Go A,65028,Petrol,Manual,Spl. Reg. No.,New Delhi,2.24,"4,379"
1046,2018,Maruti,Alto 800 LXI,89267,Petrol,Manual,Low Run Cost,New Delhi,2.78,"5,435"
1047,2015,Honda,City 1.5L I-VTEC VX CVT,64803,Petrol,Automatic,Spl. Reg. No.,New Delhi,5.46,"10,674"
1048,2015,Renault,Duster RXL PETROL,49118,Petrol,Manual,City Driven,New Delhi,4.35,"8,504"
1049,2021,Tata,PUNCH ACCOMPLISHED AMT,13832,Petrol,Automatic,Regularly Serviced,New Delhi,7.13,"13,939"
1050,2019,Honda,Amaze 1.2L I-VTEC S,39901,Petrol,Manual,Safety Specs.,New Delhi,5.53,"10,811"
1051,2018,Maruti,Swift LXI,53062,Petrol,Manual,Regularly Serviced,New Delhi,4.64,"9,071"
1052,2017,Hyundai,New Elantra 2.0 SX(O) AT PETROL,113960,Petrol,Automatic,Spl. Reg. No.,New Delhi,8.93,"19,416"
1053,2017,Datsun,Redi Go GOLD LIMITED EDITION,73805,Petrol,Manual,Top Model,New Delhi,2.33,"4,555"
1054,2021,Maruti,Swift LXI,17273,Petrol,Manual,Regularly Serviced,New Delhi,5.68,"11,105"
1055,2018,Hyundai,Verna 1.6 VTVT SX,52146,Petrol,Manual,Top Model,New Delhi,7.58,"14,819"
1056,2017,Volkswagen,Ameo TRENDLINE 1.2L,67731,Petrol,Manual,Safety Specs.,New Delhi,4.04,"7,898"
1057,2017,Skoda,Rapid MONTE CARLO 1.6 MPI AT,38399,CNG,Automatic,Top Model,New Delhi,6.69,"13,079"
1058,2019,Maruti,Vitara Brezza VDI,50767,Diesel,Manual,goodClearance,New Delhi,7.26,"16,149"
1059,2011,Hyundai,i10 MAGNA 1.1,51440,Petrol,Manual,Regularly Serviced,New Delhi,1.58,"7,438"
1060,2022,KIA,SELTOS HTK PLUS 1.5 IMT,12556,Petrol,Manual,Sunroof,New Delhi,12.78,"24,326"
1061,2021,Toyota,URBAN CRUISER MID GRADE AT,29116,Petrol,Automatic,Regularly Serviced,New Delhi,9.19,"17,492"
1062,2018,Maruti,Dzire VXI AMT,15223,Petrol,Automatic,Regularly Serviced,New Delhi,6.19,"12,102"
